Number,Name,Type,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image
0975,Cetitan,['Ice'],521,170,113,65,45,55,73,https://img.pokemondb.net/artwork/large/cetitan.jpg
0976,Veluza,"['Water', 'Psychic']",478,90,102,73,78,65,70,https://img.pokemondb.net/artwork/large/veluza.jpg
0977,Dondozo,['Water'],530,150,100,115,65,65,35,https://img.pokemondb.net/artwork/large/dondozo.jpg
0978,Tatsugiri,"['Dragon', 'Water']",475,68,50,60,120,95,82,https://img.pokemondb.net/artwork/large/tatsugiri-curly.jpg
0978,Tatsugiri,"['Dragon', 'Water']",475,68,50,60,120,95,82,https://img.pokemondb.net/artwork/large/tatsugiri-droopy.jpg
0978,Tatsugiri,"['Dragon', 'Water']",475,68,50,60,120,95,82,https://img.pokemondb.net/artwork/large/tatsugiri-stretchy.jpg
0979,Annihilape,"['Fighting', 'Ghost']",535,110,115,80,50,90,90,https://img.pokemondb.net/artwork/large/annihilape.jpg
0980,Clodsire,"['Poison', 'Ground']",430,130,75,60,45,100,20,https://img.pokemondb.net/artwork/large/clodsire.jpg
0981,Farigiraf,"['Normal', 'Psychic']",520,120,90,70,110,70,60,https://img.pokemondb.net/artwork/large/farigiraf.jpg
0982,Dudunsparce,['Normal'],520,125,100,80,85,75,55,https://img.pokemondb.net/artwork/large/dudunsparce-two-segment.jpg
0982,Dudunsparce,['Normal'],520,125,100,80,85,75,55,https://img.pokemondb.net/artwork/large/dudunsparce-three-segment.jpg
0983,Kingambit,"['Dark', 'Steel']",550,100,135,120,60,85,50,https://img.pokemondb.net/artwork/large/kingambit.jpg
0984,Great Tusk,"['Ground', 'Fighting']",570,115,131,131,53,53,87,https://img.pokemondb.net/artwork/large/great-tusk.jpg
0985,Scream Tail,"['Fairy', 'Psychic']",570,115,65,99,65,115,111,https://img.pokemondb.net/artwork/large/scream-tail.jpg
0986,Brute Bonnet,"['Grass', 'Dark']",570,111,127,99,79,99,55,https://img.pokemondb.net/artwork/large/brute-bonnet.jpg
0987,Flutter Mane,"['Ghost', 'Fairy']",570,55,55,55,135,135,135,https://img.pokemondb.net/artwork/large/flutter-mane.jpg
0988,Slither Wing,"['Bug', 'Fighting']",570,85,135,79,85,105,81,https://img.pokemondb.net/artwork/large/slither-wing.jpg
0989,Sandy Shocks,"['Electric', 'Ground']",570,85,81,97,121,85,101,https://img.pokemondb.net/artwork/large/sandy-shocks.jpg
0990,Iron Treads,"['Ground', 'Steel']",570,90,112,120,72,70,106,https://img.pokemondb.net/artwork/large/iron-treads.jpg
0991,Iron Bundle,"['Ice', 'Water']",570,56,80,114,124,60,136,https://img.pokemondb.net/artwork/large/iron-bundle.jpg
0992,Iron Hands,"['Fighting', 'Electric']",570,154,140,108,50,68,50,https://img.pokemondb.net/artwork/large/iron-hands.jpg
0993,Iron Jugulis,"['Dark', 'Flying']",570,94,80,86,122,80,108,https://img.pokemondb.net/artwork/large/iron-jugulis.jpg
0994,Iron Moth,"['Fire', 'Poison']",570,80,70,60,140,110,110,https://img.pokemondb.net/artwork/large/iron-moth.jpg
0995,Iron Thorns,"['Rock', 'Electric']",570,100,134,110,70,84,72,https://img.pokemondb.net/artwork/large/iron-thorns.jpg
0996,Frigibax,"['Dragon', 'Ice']",320,65,75,45,35,45,55,https://img.pokemondb.net/artwork/large/frigibax.jpg
0997,Arctibax,"['Dragon', 'Ice']",423,90,95,66,45,65,62,https://img.pokemondb.net/artwork/large/arctibax.jpg
0998,Baxcalibur,"['Dragon', 'Ice']",600,115,145,92,75,86,87,https://img.pokemondb.net/artwork/large/baxcalibur.jpg
0999,Gimmighoul,['Ghost'],300,45,30,70,75,70,10,https://img.pokemondb.net/artwork/large/gimmighoul-chest.jpg
0999,Gimmighoul,['Ghost'],300,45,30,25,75,45,80,https://img.pokemondb.net/artwork/large/gimmighoul-roaming.jpg
1000,Gholdengo,"['Steel', 'Ghost']",550,87,60,95,133,91,84,https://img.pokemondb.net/artwork/large/gholdengo.jpg
1001,Wo-Chien,"['Dark', 'Grass']",570,85,85,100,95,135,70,https://img.pokemondb.net/artwork/large/wo-chien.jpg
1002,Chien-Pao,"['Dark', 'Ice']",570,80,120,80,90,65,135,https://img.pokemondb.net/artwork/large/chien-pao.jpg
1003,Ting-Lu,"['Dark', 'Ground']",570,155,110,125,55,80,45,https://img.pokemondb.net/artwork/large/ting-lu.jpg
1004,Chi-Yu,"['Dark', 'Fire']",570,55,80,80,135,120,100,https://img.pokemondb.net/artwork/large/chi-yu.jpg
1005,Roaring Moon,"['Dragon', 'Dark']",590,105,139,71,55,101,119,https://img.pokemondb.net/artwork/large/roaring-moon.jpg
1006,Iron Valiant,"['Fairy', 'Fighting']",590,74,130,90,120,60,116,https://img.pokemondb.net/artwork/large/iron-valiant.jpg
1007,Koraidon,"['Fighting', 'Dragon']",670,100,135,115,85,100,135,https://img.pokemondb.net/artwork/large/koraidon.jpg
1008,Miraidon,"['Electric', 'Dragon']",670,100,85,100,135,115,135,https://img.pokemondb.net/artwork/large/miraidon.jpg
1009,Walking Wake,"['Water', 'Dragon']",590,99,83,91,125,83,109,https://img.pokemondb.net/artwork/large/walking-wake.jpg
1010,Iron Leaves,"['Grass', 'Psychic']",590,90,130,88,70,108,104,https://img.pokemondb.net/artwork/large/iron-leaves.jpg
1011,Dipplin,"['Grass', 'Dragon']",485,80,80,110,95,80,40,https://img.pokemondb.net/artwork/large/dipplin.jpg
1012,Poltchageist,"['Grass', 'Ghost']",308,40,45,45,74,54,50,https://img.pokemondb.net/artwork/large/poltchageist.jpg
1013,Sinistcha,"['Grass', 'Ghost']",508,71,60,106,121,80,70,https://img.pokemondb.net/artwork/large/sinistcha.jpg
1014,Okidogi,"['Poison', 'Fighting']",555,88,128,115,58,86,80,https://img.pokemondb.net/artwork/large/okidogi.jpg
1015,Munkidori,"['Poison', 'Psychic']",555,88,75,66,130,90,106,https://img.pokemondb.net/artwork/large/munkidori.jpg
1016,Fezandipiti,"['Poison', 'Fairy']",555,88,91,82,70,125,99,https://img.pokemondb.net/artwork/large/fezandipiti.jpg
1017,Ogerpon,['Grass'],550,80,120,84,60,96,110,https://img.pokemondb.net/artwork/large/ogerpon-teal.jpg
1017,Ogerpon,"['Grass', 'Water']",550,80,120,84,60,96,110,https://img.pokemondb.net/artwork/large/ogerpon-wellspring.jpg
1017,Ogerpon,"['Grass', 'Fire']",550,80,120,84,60,96,110,https://img.pokemondb.net/artwork/large/ogerpon-hearthflame.jpg
1017,Ogerpon,"['Grass', 'Rock']",550,80,120,84,60,96,110,https://img.pokemondb.net/artwork/large/ogerpon-cornerstone.jpg
1018,Archaludon,"['Steel', 'Dragon']",600,90,105,130,125,65,85,https://img.pokemondb.net/artwork/large/archaludon.jpg
1019,Hydrapple,"['Grass', 'Dragon']",540,106,80,110,120,80,44,https://img.pokemondb.net/artwork/large/hydrapple.jpg
1020,Gouging Fire,"['Fire', 'Dragon']",590,105,115,121,65,93,91,https://img.pokemondb.net/artwork/large/gouging-fire.jpg
1021,Raging Bolt,"['Electric', 'Dragon']",590,125,73,91,137,89,75,https://img.pokemondb.net/artwork/large/raging-bolt.jpg
1022,Iron Boulder,"['Rock', 'Psychic']",590,90,120,80,68,108,124,https://img.pokemondb.net/artwork/large/iron-boulder.jpg
1023,Iron Crown,"['Steel', 'Psychic']",590,90,72,100,122,108,98,https://img.pokemondb.net/artwork/large/iron-crown.jpg
1024,Terapagos,['Normal'],450,90,65,85,65,85,60,https://img.pokemondb.net/artwork/large/terapagos-normal.jpg
1024,Terapagos,['Normal'],600,95,95,110,105,110,85,https://img.pokemondb.net/artwork/large/terapagos-terastal.jpg
1024,Terapagos,['Normal'],700,160,105,110,130,110,85,https://img.pokemondb.net/artwork/large/terapagos-stellar.jpg
1025,Pecharunt,"['Poison', 'Ghost']",600,88,88,160,88,88,88,https://img.pokemondb.net/artwork/large/pecharunt.jpg
